output_krig_airfoil
     1.000000   -0.000055
     0.994900    0.001360
     0.986512    0.003810
     0.977123    0.006654
     0.966665    0.009875
     0.955166    0.013426
     0.942769    0.017217
     0.929699    0.021147
     0.916173    0.025128
     0.902328    0.029113
     0.888256    0.033084
     0.874031    0.037032
     0.859712    0.040949
     0.845346    0.044826
     0.830969    0.048655
     0.816603    0.052430
     0.802261    0.056149
     0.787949    0.059808
     0.773671    0.063404
     0.759432    0.066929
     0.745238    0.070380
     0.731090    0.073752
     0.716991    0.077041
     0.702941    0.080244
     0.688937    0.083358
     0.674974    0.086381
     0.661045    0.089313
     0.647146    0.092154
     0.633275    0.094902
     0.619436    0.097554
     0.605630    0.100106
     0.591859    0.102558
     0.578117    0.104909
     0.564400    0.107160
     0.550703    0.109311
     0.537026    0.111361
     0.523374    0.113309
     0.509751    0.115152
     0.496162    0.116889
     0.482608    0.118518
     0.469089    0.120040
     0.455604    0.121454
     0.442154    0.122760
     0.428738    0.123956
     0.415360    0.125042
     0.402022    0.126017
     0.388731    0.126879
     0.375492    0.127625
     0.362311    0.128251
     0.349196    0.128754
     0.336149    0.129130
     0.323176    0.129377
     0.310280    0.129490
     0.297467    0.129468
     0.284742    0.129306
     0.272114    0.129000
     0.259593    0.128545
     0.247192    0.127936
     0.234927    0.127166
     0.222810    0.126231
     0.210852    0.125130
     0.199063    0.123855
     0.187456    0.122405
     0.176053    0.120777
     0.164874    0.118968
     0.153948    0.116970
     0.143298    0.114774
     0.132948    0.112366
     0.122924    0.109734
     0.113254    0.106871
     0.103967    0.103771
     0.095094    0.100446
     0.086668    0.096909
     0.078717    0.093179
     0.071263    0.089287
     0.064319    0.085270
     0.057883    0.081170
     0.051948    0.077022
     0.046499    0.072867
     0.041515    0.068750
     0.036968    0.064696
     0.032831    0.060733
     0.029076    0.056872
     0.025672    0.053122
     0.022588    0.049480
     0.019798    0.045942
     0.017277    0.042499
     0.015000    0.039136
     0.012942    0.035869
     0.011089    0.032721
     0.009427    0.029711
     0.007945    0.026853
     0.006629    0.024143
     0.005468    0.021565
     0.004448    0.019108
     0.003555    0.016735
     0.002778    0.014407
     0.002105    0.012278
     0.001526    0.010192
     0.001032    0.007772
     0.000620    0.005896
     0.000300    0.004644
     0.000085    0.002131
    -0.000016    0.000079
     0.000009   -0.000678
     0.000172   -0.003108
     0.000488   -0.004487
     0.000963   -0.005335
     0.001599   -0.007024
     0.002400   -0.008038
     0.003375   -0.009013
     0.004536   -0.009811
     0.005892   -0.010423
     0.007449   -0.010903
     0.009208   -0.011296
     0.011169   -0.011639
     0.013323   -0.011936
     0.015650   -0.012215
     0.018147   -0.012491
     0.020832   -0.012756
     0.023727   -0.012995
     0.026859   -0.013198
     0.030263   -0.013353
     0.033988   -0.013459
     0.038090   -0.013502
     0.042634   -0.013464
     0.047698   -0.013327
     0.053359   -0.013075
     0.059691   -0.012692
     0.066754   -0.012148
     0.074587   -0.011414
     0.083215   -0.010459
     0.092669   -0.009266
     0.102944   -0.007829
     0.113973   -0.006179
     0.125646   -0.004365
     0.137829   -0.002435
     0.150407   -0.000444
     0.163313    0.001572
     0.176491    0.003581
     0.189888    0.005559
     0.203462    0.007500
     0.217173    0.009391
     0.230994    0.011229
     0.244902    0.013007
     0.258883    0.014723
     0.272926    0.016377
     0.287025    0.017971
     0.301175    0.019503
     0.315370    0.020972
     0.329605    0.022376
     0.343871    0.023713
     0.358166    0.024983
     0.372490    0.026187
     0.386848    0.027325
     0.401245    0.028397
     0.415684    0.029404
     0.430164    0.030342
     0.444680    0.031208
     0.459230    0.031999
     0.473812    0.032714
     0.488429    0.033352
     0.503082    0.033910
     0.517771    0.034389
     0.532486    0.034785
     0.547211    0.035097
     0.561928    0.035323
     0.576626    0.035462
     0.591296    0.035513
     0.605936    0.035475
     0.620548    0.035349
     0.635130    0.035134
     0.649685    0.034834
     0.664213    0.034447
     0.678712    0.033973
     0.693184    0.033412
     0.707626    0.032766
     0.722036    0.032034
     0.736414    0.031222
     0.750762    0.030330
     0.765081    0.029361
     0.779371    0.028317
     0.793628    0.027200
     0.807842    0.026014
     0.822004    0.024759
     0.836103    0.023435
     0.850133    0.022042
     0.864079    0.020581
     0.877917    0.019051
     0.891607    0.017451
     0.905097    0.015777
     0.918321    0.014026
     0.931205    0.012193
     0.943648    0.010295
     0.955525    0.008357
     0.966694    0.006423
     0.977011    0.004536
     0.986397    0.002728
     0.994857    0.001018
     1.000010   -0.000058
